Sex,Length,Width,Height,Weight,Non_Shell Weight,Intestine Weight,Shell Weight
M,0.6568433237663831,0.3542433319204996,0.21530927484523865,0.018941541484860158,0.6095200215731726,0.10183459919402599,0.4209436282186248
F,0.5233381263125919,0.42593485342303045,0.2174490159525345,1.016144522136592,0.7386796011348402,0.13005208467810467,0.47190682611974144
F,0.6958711959763048,0.38841898269567676,0.1047157950609399,0.8340578497851376,0.6200219140769663,0.041425866462304395,0.3530693328557587
F,0.4264007642494026,0.48871049034450753,0.17488909492764518,1.7771470831338931,0.660445053219603,0.03443273351774628,0.43137451028517987
I,0.3818386886981781,0.5603273690065782,0.1520539155080323,1.2829345015676719,0.635149591872048,0.09926542282475528,0.021247518377042807
I,0.4287628068234248,0.42815988741590744,0.14157189477939888,0.31326579596549164,0.6168517839723409,0.1737068769965372,0.15836919333598565
I,0.6772075740648433,0.4645543949304032,0.16440694954878454,0.9365929667232615,0.24893737762119716,0.15764837389822758,0.41683857400082347
M,0.3879095958909238,0.33338257809261934,0.12958954430707814,0.6075400744805022,0.0812087496319121,0.012642970274250154,0.1074734258124583
M,0.29879690441159246,0.3208898792200592,0.08899283426058532,1.1664097420404218,0.3868608017300577,0.011081385280755696,0.4749567161153242
F,0.535471215551588,0.4248125371682495,0.09147530324726022,0.1635565452305251,0.5535468382083375,0.03891766858669979,0.3442938989513306
F,0.31967149739892164,0.5761079215653172,0.10536540525905906,1.3163336963507768,0.44839557848796774,0.27219749284387124,0.39716470525795333
I,0.30361887673015514,0.23939340836289227,0.18933881305189385,0.20491313618017382,0.7675647798758568,0.06944699105762729,0.4109067613683368
I,0.7547822581147744,0.46754926891163184,0.19170453059993992,1.8180148043295032,0.1734369385152251,0.19895749012363198,0.21324272230715002
F,0.664183172901189,0.24820734723839008,0.15642169601353068,1.1086790325240572,0.006084456474317268,0.3937707252641105,0.20637169554161047
M,0.34569384093915156,0.5966658771570981,0.20645912666088456,1.6986653988580829,0.5257878736920544,0.365695603965587,0.37398523766003083
I,0.4392649916808259,0.5533510962593453,0.07604972794321864,0.3872766310782706,0.20357075527870158,0.21970113544262054,0.4425771658744937
I,0.411745476114979,0.4400560234990586,0.1835870309564026,0.1360997066366928,0.008158784453177581,0.3374765012573334,0.237734912619149
F,0.5400039717615326,0.22898989114678506,0.09308946539129917,0.11842196265885108,0.09156772196493362,0.2834647902240157,0.454098243294897
I,0.6816355672822274,0.39741075589627484,0.13085978949471844,1.8365565667411097,0.3244559360915605,0.22291849496129373,0.14306713996915799
F,0.5319085075108181,0.2995415266481601,0.18539305602152512,1.4352910969969566,0.5896415251853655,0.349791239615063,0.2318886290823838
I,0.5532060540269137,0.47491324643768024,0.16206509007527564,0.90353711825429,0.0615634493020229,0.29917438273977676,0.08917987681954267
F,0.6434461148738639,0.22971127661420718,0.0713944830964657,0.3660711288604861,0.49606169915786147,0.3409568524807729,0.049339830266854845
M,0.519563054823385,0.5276327804926381,0.14744947090079066,1.1585861603760448,0.06922881068562675,0.005216070266261974,0.06341921596342162
M,0.4426523221040151,0.5463397181364,0.13749697122336543,0.5041048388046885,0.5457787809996711,0.13426909013346788,0.07511479020356307
F,0.38481662161096564,0.5418585698445704,0.1002319676565462,1.2608486914844714,0.4269175749132649,2.8888903505358554e-05,0.23620392605066182
F,0.5756057241107657,0.48395389801269817,0.1386719748397552,0.5596013921412684,0.5490884411161235,0.14718790263023493,0.4323925070603716
I,0.5521952531321886,0.44780011255041074,0.1558825225372907,1.5003098666590542,0.47339782550347775,0.05294255779565618,0.019270706452287206
M,0.650789413466047,0.5948457902413347,0.1251878399337208,1.8227280270230144,0.2783036997702304,0.09270679977833325,0.32568374883827134
F,0.32040944140061917,0.46856996334255097,0.15148180652556678,0.9882620604243283,0.2812769197585243,0.35558320073357763,0.3717539749445988
M,0.6458139147639326,0.5044145566713958,0.19640324467967832,0.49115184881997453,0.03232010854874978,0.029747000047832095,0.11096642835915652
M,0.6769408345454443,0.5547440311299046,0.1830554466747686,0.4789195617904169,0.7653629964015918,0.00946370409363495,0.36063191889133017
F,0.38663692927431004,0.5633833221367197,0.11927965553452838,1.2525705304966837,0.5766849546644739,0.09836728902805839,0.27724806999206153
F,0.3500973621991681,0.2906854721239358,0.09021960473531226,1.424474005470733,0.1781171923545588,0.22612314618816384,0.29863046953959693
F,0.47762962124906255,0.506793031174194,0.17651841329649798,0.10488024952995811,0.6718501386700428,0.16327513827334197,0.4288188192677964
I,0.6123433320381524,0.30387592142600106,0.1888383698399484,0.7555617184800776,0.5075105526003154,0.1827022006999079,0.17269450246197843
F,0.6093096019643864,0.5216996669399758,0.06619796715980485,0.18198290956122443,0.2260615288267739,0.37360622687746037,0.2932565159867608
F,0.7567048163823111,0.3627625607830984,0.12750508843325428,0.02572036781781739,0.7151870587421276,0.3539664910011584,0.07236333383242319
F,0.38336811256995174,0.323363900284271,0.15108886850525555,0.8166440163742583,0.31831458786864375,0.3706366831702655,0.22691731352343364
M,0.530123048381938,0.3775369351692419,0.11992963312004423,1.768060783919042,0.0007515628668939844,0.16693007290207298,0.4873342438857884
F,0.6656674772920126,0.4858837651855718,0.1283816651734655,1.4539614820372164,0.18896998676277219,0.3021145734788716,0.45864137946231187
F,0.6358856500772945,0.50498691914174,0.21876631419457682,0.7264595378987018,0.22446550341043897,0.363630030109854,0.5067416904316806
I,0.6686286136936352,0.5510282534419783,0.16704381018867548,0.009171067865282212,0.011647214713862986,0.313864372035796,0.1877364263333522
F,0.4794404087264608,0.4165222096802853,0.07515253560737516,1.225424737736894,0.11056710911574413,0.3352490973097848,0.37586866938809366
F,0.3469142322601607,0.37332961054357483,0.16499737528813122,1.2030578715224962,0.2913745217431435,0.20005132983671509,0.04317886679303404
I,0.47358260087091913,0.2842613693221384,0.15319863120631688,0.03857827275415682,0.4161945674499872,0.24197118953513644,0.21497883741013313
I,0.39825980876924005,0.32516566316010603,0.17006543678696448,1.354013102278249,0.18666651739532109,0.05570585085079327,0.33338604517473197
I,0.588223673926397,0.5663321454737845,0.17275003016000043,1.0402362993327405,0.08833887458004813,0.38815784752987925,0.06974237079575057
I,0.6755486242329347,0.5567157142317432,0.14871681516940585,0.2150928036888804,0.8089797330245476,0.17187370891022719,0.49536719027167186
F,0.4744630631108582,0.30226202886973863,0.07758736398872226,0.808003030442466,0.23155953223238215,0.3783618422196703,0.4665351573202984
I,0.389664892383767,0.525459914849892,0.18023542608380766,1.3857778838914898,0.5967278740567832,0.24791419138438153,0.4810399468174944
I,0.5607820520720481,0.5710871017749802,0.21960163343888361,0.6577231236445249,0.49073058935173863,0.15060907021266767,0.2571571312627727
F,0.4224183872930451,0.2654027965718345,0.14004063349402537,0.8582228623933427,0.6491280492175053,0.036436250236424855,0.3113398578672087
M,0.6279921092910771,0.3048974078223904,0.1904831967186431,1.1775788430005547,0.7298228754227367,0.2360360177152571,0.27488362559910906
I,0.4092693585330279,0.26688009813394903,0.11974284429199511,1.4666130570323688,0.7230352467209344,0.04243602536191321,0.3317290957084087
M,0.6884762594185887,0.27371902879742893,0.0878236658048562,1.1838855128056502,0.3777113537739299,0.07697542634475815,0.28857396779425293
F,0.4597407427575543,0.5395779588569449,0.1696551923886827,1.6526347648162234,0.01566326459443107,0.3033848677954718,0.5099850577478839
F,0.7041481102010194,0.27687054350454854,0.08310131926085476,0.027996659876136865,0.10839597837141801,0.14150286709686624,0.2676322348094337
I,0.47047007425835546,0.2941438304882831,0.08379715387596964,0.47383116910035716,0.7859064464425947,0.23327224032102123,0.2904976710734226
F,0.39370725387133365,0.44451129646942256,0.10071158831050486,1.6273262633695469,0.02332475544416318,0.30498526781962676,0.40033253118892803
F,0.5709057012865041,0.2422232343886625,0.14633161965146516,1.5220498351972627,0.3592777256492149,0.20466831982891381,0.4929366404518617
F,0.5832938963873741,0.22719931401537857,0.14503800198227307,1.524496927227528,0.7829054824421899,0.3678428500259474,0.46957023041344326
I,0.32759307337172905,0.33613753015029757,0.1786237031947542,0.09464973857411307,0.4661642017230249,0.2811412433589531,0.0016673039618708696
I,0.31486468981273275,0.3962079574232336,0.09959620413265,0.2127527327482065,0.19933543903899045,0.3101711813921263,0.4041244924830749
I,0.5362014966781996,0.36456483018089103,0.22043861961916722,0.7962430733627099,0.25242070732645366,0.04760165524303109,0.4906363078715079
F,0.5207584057468663,0.2449808716189305,0.14113399988959294,1.2986896214612447,0.3655138778012415,0.3712136484165125,0.20478549246947403
M,0.6417615102123932,0.312903047784726,0.11327640182171039,1.272257110355677,0.7784395190417958,0.05727344054885275,0.3567412970328151
M,0.3384606159996332,0.2711838783028319,0.08628494614958096,0.37887887343336957,0.5932366172480774,0.0031469725010852267,0.2518848818090983
I,0.36010836305001714,0.36206054802049936,0.09883228022044932,0.053764467936774696,0.2975330126876448,0.3924444869906486,0.46192492662175133
I,0.40528163511883786,0.29252709743922994,0.19229436552574758,0.8640339138661607,0.7609087491647695,0.1888789652526054,0.4962783765371055
I,0.48876575593935145,0.2255975096464014,0.18449339908159199,1.1187197682588117,0.8023199560849112,0.12685001274949065,0.041906227067725205
F,0.7391199838877488,0.3402330158977524,0.22345399688420226,0.2449294229017015,0.23358453110614705,0.23837558564944838,0.08493407501826783
F,0.5437273114862364,0.5514866926860771,0.09231431863560323,1.659141171684182,0.42265517418890763,0.26216040021790343,0.36468770293256836
M,0.35439887621805577,0.6071415088744092,0.2037106059115563,0.35539739893335,0.38073750264489964,0.38210742413807547,0.058112067794572064
M,0.6236122469690969,0.25888844018642765,0.16404613755647995,1.6852066539885076,0.10433499394612011,0.058432613701090735,0.0980941083237562
M,0.6953691284626685,0.40561199480063076,0.1342982428884892,1.6931070040151455,0.17626991535687334,0.13937743007344758,0.24676243850690627
I,0.56584069967871,0.24691434444228036,0.19026691444003055,0.3996111789170779,0.13099833335825622,0.1925002168247852,0.46804427357689204
F,0.29644483842686054,0.5083101985449512,0.21568127142377314,1.7622311876007164,0.27377554444100716,0.10896759743970269,0.1391494773625923
F,0.5811490046737372,0.555706047283375,0.10218746937918521,0.12515308052182494,0.5032729003297817,0.0020718501808844603,0.12641682567746615
M,0.5961304989069683,0.5231976346712668,0.13203910900966387,0.5379088990725516,0.35164944288703115,0.031676672936290506,0.19387182379446583
I,0.51474069633566,0.3069341374057591,0.20099381099628277,0.8887429865965124,0.4709620114255753,0.2069529092459091,0.5033273987657156
M,0.7284329425784046,0.4297476739443617,0.12380387530277037,0.6827443480740154,0.6737507830819943,0.35654780797881847,0.3773549319913044
F,0.3663595542416672,0.2244988127916482,0.2000423159288015,1.129217519017701,0.3878089020565159,0.15039195340844638,0.3693071085996946
I,0.7409202287550487,0.6193776896839229,0.0804783656639279,1.7850403202587175,0.6081406441320121,0.23423543492409335,0.15734605492480788
M,0.3346388436051537,0.3760582102485113,0.21401198577044867,0.9676272309450233,0.1385043063100283,0.06448806628562652,0.16955656020431148
I,0.5432972117581298,0.4596732150150042,0.08494063996361867,1.3198046174580735,0.48477438262664185,0.10483344126253993,0.30810193775723965
M,0.7275227302785723,0.5584048579947486,0.20440975017643775,0.33658573107473255,0.7546396811255716,0.04390414410992341,0.3595333210675917
M,0.5080156721918284,0.41811398259057897,0.15343410830014212,0.9737173792684328,0.31433516091716635,0.32394635281417616,0.006895459144093119
I,0.5420359344586301,0.4324276007137926,0.07392666411042086,1.057800621402313,0.42052772696023427,0.19644276107995245,0.29219086276349715
M,0.34856083687520567,0.5703512084094018,0.19796582267069268,0.14557207968719788,0.34600029924684783,0.005644131055222629,0.2589613253127588
I,0.7246195560689503,0.6132024427361285,0.16845573083282003,1.3109269206615453,0.6702091205021281,0.2086672845517133,0.037535976496831464
F,0.4759937618806379,0.4386718080903809,0.16788350473947494,0.6653772018595663,0.7934173070201207,0.37789137129972805,0.5092653282106339
F,0.7678831074060374,0.47250772636781524,0.2105040441884478,0.5924187495644628,0.07425665917524887,0.12990868581402507,0.1232075803723649
I,0.30748487623845566,0.3703333210785553,0.19953518729301065,1.5074968176162724,0.717302462071689,0.008369461014974017,0.2959535576214562
I,0.495247320164065,0.36026295030113586,0.09457377346022841,0.17409702582121833,0.7892010683434822,0.023222223319747576,0.31769031677953524
I,0.3320620238289249,0.25646680429375573,0.08357111429180168,0.9402509294183239,0.32194560870338157,0.3254207361627812,0.43561560980347236
M,0.6984695142462837,0.23276140765979939,0.08114127629954157,1.2072112506316737,0.4384098151317716,0.21045328085043238,0.48878573907114764
I,0.5590329792083094,0.2962571982501497,0.17969981903714818,1.4401743182243516,0.4604730640204077,0.18139309870171935,0.053559543880316196
I,0.5552709771328598,0.3661665752319909,0.10154042216170173,0.9803552565235663,0.2983424343069291,0.23087154586379816,0.5154089896039612
I,0.3513221476989843,0.24290368352766445,0.17931751767392612,0.012142133405342537,0.7697844286888194,0.17054777907853497,0.22165718157420045
F,0.5020871169168653,0.5268071697123747,0.0703900107803389,0.30225132106141706,0.6376840254114255,0.09700664762909006,0.36262296966277874
M,0.5262943164553398,0.6086175027511311,0.0817639268705101,1.4230308801965195,0.747337213799324,0.1252067205307111,0.11493599445258246
I,0.6481657566024971,0.46063323050542615,0.16030422953046683,0.06938463922589444,0.4927141928528217,0.15412780175157054,0.265448091881761
M,0.5803318234587859,0.3178576420749222,0.2168125029030769,1.07932837746203,0.5882719849483014,0.3863215240240311,0.43722283979909327
I,0.6739845818553902,0.5670394235348687,0.11715001875150591,0.9248186051525861,0.7091574020633609,0.11523858595261129,0.14064421715322772
I,0.7659868971215635,0.49979562662041643,0.07882225572061417,0.26047238555382024,0.6335275415639146,0.07018216227032209,0.23317837550286746
I,0.6148713867037698,0.5146201335010618,0.1754605651830502,1.2894759645731628,0.1228146130863974,0.27695546254015063,0.4335321081941711
F,0.5641701938780236,0.5110354587994144,0.2209991403749163,0.5527193599158157,0.70362050004874,0.3747561243137613,0.4414259500173954
F,0.397631631701327,0.28587286307937215,0.06529193148012971,1.4068275112353663,0.12476736704959202,0.10738181722312877,0.3851697398136174
M,0.7192617988863532,0.4892299478195834,0.11750328685890964,1.5744830278070645,0.6584066198861179,0.30833182418650906,0.48508994544834005
F,0.7263071624550199,0.46662011570906115,0.09520036597019138,1.3682432463852239,0.45666064855351873,0.3280591573850422,0.024224735611076353
F,0.6850902986761697,0.3422527150720231,0.13527028289560408,0.330928899962431,0.4249508139496497,0.27602740983192,0.03259798474120634
F,0.3402830357884693,0.2792663817052593,0.21798063561356085,1.4572585649039644,0.6637899625317067,0.01503537829718124,0.012859360419796573
M,0.4628246549820285,0.3667442510588112,0.1408236560088332,0.2372223093659731,0.5605901325332991,0.22328856975040798,0.12006116044773193
F,0.7355042225587103,0.4369260000623408,0.1224272370446533,1.61063048638333,0.021214633450060083,0.08247794952472343,0.03473590540132551
I,0.39502609926844856,0.45194110018843564,0.08444510108724806,0.3710409644982019,0.02003489166593786,0.12223274614816983,0.10000321405475238
M,0.7071251387348465,0.6203337301548507,0.12222390672623656,0.24702680104549402,0.2195560325871262,0.2375951835347519,0.20005458253039357
F,0.7092505109033784,0.346038481580901,0.1960850877625408,1.051959878573955,0.6238331306533587,0.07289629676979031,0.06949424032912288
I,0.7224291886943828,0.31955646488515504,0.11859169754745742,0.5263137240606491,0.5433889725917389,0.30072704520171883,0.23991340649264206
