Sex,Length,Width,Height,Weight,Non_Shell Weight,Intestine Weight,Shell Weight,Stage of Life
F,0.4508372886364998,0.434964774603867,0.1042904157686923,0.8789207082580931,0.1177581535174254,0.0867434813979936,0.0273065310150071,Adult
I,0.5981924070296372,0.3115878739235133,0.1213132287520922,0.5791240223401826,0.3118598749269075,0.3153369249068777,0.3919674478455948,Child
F,0.7363833431668001,0.3514614852827524,0.202990295222694,1.0918187092320706,0.7725817862849282,0.3794581985434527,0.1035466954768309,Adole
M,0.7536939255295595,0.6130322164166819,0.2015307479368333,1.7411606093029994,0.1810671742278958,0.2864796554332379,0.2734791233444001,Adult
M,0.7589836963582286,0.269937993808326,0.1249318162996572,1.737810587565873,0.036381443515933,0.3062337680584748,0.3864330166901323,Adult
I,0.4404078925421072,0.60313537969192,0.1056526826104637,1.033558458744733,0.30411188939458,0.254999905319303,0.4457152943666615,Adult
M,0.3806370886221496,0.4553495186912344,0.1429417798156052,0.7731944730774567,0.4436668313419116,0.0490027031255866,0.3469741863845048,Adole
M,0.6255434775106987,0.2216329633898756,0.180805050187668,1.3627308289939108,0.5753014927158466,0.0618133245675049,0.1964875341815338,Adult
I,0.2946815542381663,0.3848132513872561,0.1216562576341213,1.051259115834409,0.02679538175192,0.349140611634861,0.1788700355888387,Adult
M,0.7299052109421027,0.4457504969141267,0.1389225484714922,1.5363732370073495,0.0486084316257361,0.2532416317109375,0.1678146073623259,Adult
F,0.3182360647458983,0.4828580741129689,0.1143815088316274,1.4958149895285215,0.737002689626075,0.1851953532511251,0.2169327188372434,Adole
I,0.5236392607264995,0.5374339873309375,0.1869155036949709,1.397439827917225,0.3742842197626918,0.344531652332027,0.2795520981256574,Adult
F,0.4077222390484845,0.5429667701744488,0.0886925918425129,0.6293621978229125,0.0424845378453327,0.0588315783500441,0.1461702728642825,Adult
I,0.4583351512760863,0.4487239696035655,0.1138195009564029,1.5166211559273275,0.1916465631566698,0.3454866408079236,0.2767378669129957,Adult
M,0.4358538441975353,0.4779932002128795,0.0814398574687591,0.6500924944105155,0.7061846118947461,0.2977543536944231,0.1606813525029988,Child
M,0.4345209132206059,0.3546585243857281,0.2214283811781021,0.6742852073650585,0.1619129362198662,0.10308769116719,0.3066571299804745,Adult
M,0.4173585139574023,0.3809389684398651,0.1070164068094155,1.719265850913663,0.1365909007818392,0.1646806623754971,0.3547170042327316,Adult
M,0.6468412737809464,0.4584610306195972,0.1765735296594618,0.4217271325773433,0.1068918140404074,0.2209630856583642,0.3263009215890243,Adole
F,0.6548136006117433,0.3107737095279904,0.1316006941575295,0.493574934393415,0.259175157395857,0.0166332685382254,0.0164176782627664,Child
M,0.7462709727804708,0.6016395987533345,0.1092856035483524,0.2668218495950759,0.5379718845356908,0.263456886680546,0.1320100480785375,Child
I,0.4829236154869453,0.5997835066988312,0.1437435038829736,1.0697102290201097,0.2877097182145736,0.1184748061543816,0.4049440801756319,Adult
I,0.5000802334577759,0.424029644106175,0.1156239805520245,0.0417632068955428,0.7806117211290393,0.0941376263436206,0.0547718208098607,Adult
I,0.5129799018181465,0.3489304409653378,0.1914031124615391,1.445145469430821,0.1480244534012124,0.1113656131184695,0.1211679642199806,Adult
F,0.3016343915791706,0.5241255743198805,0.1359211399132839,1.630363992915429,0.3170179352843432,0.3762573981053904,0.0465355646260883,Adult
F,0.4063348670545911,0.4020439171330026,0.1573243350956353,0.2297750332842734,0.5638873230615511,0.2155049683645538,0.2379791995054991,Child
I,0.7015763882329419,0.5129640712570486,0.1743355451616144,0.0871168721666856,0.7206201158996338,0.0807079238389532,0.1123750496666015,Adult
M,0.3440850278885135,0.4530474840136554,0.0741346417502621,1.480886554448841,0.459334137246034,0.1320017434281234,0.1095509802526115,Adult
F,0.6317806175716649,0.4420784116672335,0.1567932416199385,1.2197821359986103,0.2100002573635512,0.3295499651266764,0.5133570475427072,Adult
F,0.649770652781816,0.4199556490316384,0.1781512621808349,0.7347408776627787,0.0774072376226721,0.1552147186145485,0.2643679077631037,Adult
F,0.4501828271039739,0.417039058639827,0.1060648021010673,0.961368858849774,0.7111046976311248,0.3171250556423975,0.4634528113687736,Adult
M,0.6375328164628432,0.6166623730308609,0.0646992782922412,1.2672208918526373,0.6991786642290321,0.2474040130055352,0.5119575664158584,Adole
M,0.3997033125538555,0.5737351960310832,0.2128163516639958,1.7903508733120654,0.2623389248911327,0.2950750316939798,0.3670120879964341,Adult
I,0.333139573086176,0.4317417214975365,0.149858524535637,1.7822199577835187,0.1702500900115014,0.0409324749853164,0.1157432279221999,Adult
F,0.7187500153476045,0.5918860706403221,0.1540398088113517,0.2823513154612038,0.6805791789865823,0.3469063854208022,0.0832953575074404,Child
I,0.7723527002638357,0.2190323412215253,0.0908777582797724,0.6873629075391938,0.7418953349219222,0.2732590726051538,0.0879201088614666,Adult
M,0.7392700477373124,0.3073052436496301,0.2026984407824444,1.1985788004461948,0.5238957777932043,0.0801984793058993,0.3463492389788791,Adult
F,0.7487557040127862,0.2572872636895037,0.1548252939561114,1.490320195587881,0.3920055115557092,0.2172223993740427,0.341078145498167,Adult
F,0.5689933090202661,0.2720168683335026,0.1849739678558951,0.3473439535841122,0.5677308833080259,0.3976586736158866,0.4652232386671729,Child
F,0.6331020466869629,0.600409629390477,0.0796198706977728,1.3879523259784965,0.4337563681784138,0.1148879924466074,0.0098412027007397,Adult
F,0.6038426194749258,0.5922516804931219,0.086975850587889,1.3432107887979612,0.7589784858656952,0.3947391752103248,0.4806316904927091,Adult
F,0.7479808839753121,0.3751350210361618,0.1577167148881888,0.4524107020396354,0.2022906731483016,0.120052060126455,0.0264753967811739,Child
F,0.7033479985930007,0.4568628903755182,0.152357211690371,0.6676782031326294,0.3822663427361286,0.2658386289038666,0.517801000908678,Child
F,0.4465431090066876,0.2754403488617927,0.1585297377513048,0.7998049610408134,0.5209552049567676,0.0536510985777578,0.33133033188486,Child
M,0.3054043658306586,0.5610654133220755,0.1612393532076625,1.0235670341370746,0.2159340427851686,0.0671772031023107,0.1187461458158654,Adult
M,0.6048802921107631,0.2987694871932244,0.120429600112789,1.0978015677287931,0.2642957676416378,0.2926789145559747,0.4436491938368929,Adult
M,0.4535101454106029,0.487120068641124,0.1658487998108028,1.121918692428157,0.239117539326864,0.123702009391426,0.3828395868204033,Adult
I,0.6935579016323634,0.6096214669689266,0.1104511303275233,1.2785015327692166,0.7984967185069498,0.1935010934170937,0.4492068429381013,Adult
I,0.5841392640556963,0.5876526530039794,0.1818966063079112,1.1925962926001126,0.5147295111772829,0.2579036339237496,0.4602394278136283,Adult
F,0.6616830426806237,0.533984097358686,0.189579535327355,0.8431215570565757,0.0632264303675552,0.0911487430401504,0.455530471485958,Adult
M,0.6568433237663831,0.3542433319204996,0.2153092748452386,0.0189415414848601,0.6095200215731726,0.1018345991940259,0.4209436282186248,Child
F,0.5233381263125919,0.4259348534230304,0.2174490159525345,1.016144522136592,0.7386796011348402,0.1300520846781046,0.4719068261197414,Adole
F,0.6958711959763048,0.3884189826956767,0.1047157950609399,0.8340578497851376,0.6200219140769663,0.0414258664623043,0.3530693328557587,Adole
F,0.4264007642494026,0.4887104903445075,0.1748890949276451,1.7771470831338931,0.660445053219603,0.0344327335177462,0.4313745102851798,Adult
I,0.3818386886981781,0.5603273690065782,0.1520539155080323,1.282934501567672,0.635149591872048,0.0992654228247552,0.0212475183770428,Adult
I,0.4287628068234248,0.4281598874159074,0.1415718947793988,0.3132657959654916,0.6168517839723409,0.1737068769965372,0.1583691933359856,Adole
I,0.6772075740648433,0.4645543949304032,0.1644069495487845,0.9365929667232616,0.2489373776211971,0.1576483738982275,0.4168385740008234,Adult
M,0.3879095958909238,0.3333825780926193,0.1295895443070781,0.6075400744805022,0.0812087496319121,0.0126429702742501,0.1074734258124583,Adult
M,0.2987969044115924,0.3208898792200592,0.0889928342605853,1.1664097420404218,0.3868608017300577,0.0110813852807556,0.4749567161153242,Adole
F,0.535471215551588,0.4248125371682495,0.0914753032472602,0.1635565452305251,0.5535468382083375,0.0389176685866997,0.3442938989513306,Child
F,0.3196714973989216,0.5761079215653172,0.105365405259059,1.3163336963507768,0.4483955784879677,0.2721974928438712,0.3971647052579533,Adult
I,0.3036188767301551,0.2393934083628922,0.1893388130518938,0.2049131361801738,0.7675647798758568,0.0694469910576272,0.4109067613683368,Child
I,0.7547822581147744,0.4675492689116318,0.1917045305999399,1.8180148043295032,0.1734369385152251,0.1989574901236319,0.21324272230715,Adult
F,0.664183172901189,0.24820734723839,0.1564216960135306,1.1086790325240572,0.0060844564743172,0.3937707252641105,0.2063716955416104,Adult
M,0.3456938409391515,0.5966658771570981,0.2064591266608845,1.6986653988580829,0.5257878736920544,0.365695603965587,0.3739852376600308,Adult
I,0.4392649916808259,0.5533510962593453,0.0760497279432186,0.3872766310782706,0.2035707552787015,0.2197011354426205,0.4425771658744937,Child
I,0.411745476114979,0.4400560234990586,0.1835870309564026,0.1360997066366928,0.0081587844531775,0.3374765012573334,0.237734912619149,Adole
F,0.5400039717615326,0.228989891146785,0.0930894653912991,0.118421962658851,0.0915677219649336,0.2834647902240157,0.454098243294897,Child
I,0.6816355672822274,0.3974107558962748,0.1308597894947184,1.8365565667411097,0.3244559360915605,0.2229184949612937,0.1430671399691579,Adult
F,0.5319085075108181,0.2995415266481601,0.1853930560215251,1.4352910969969566,0.5896415251853655,0.349791239615063,0.2318886290823838,Child
I,0.5532060540269137,0.4749132464376802,0.1620650900752756,0.90353711825429,0.0615634493020229,0.2991743827397767,0.0891798768195426,Adult
F,0.6434461148738639,0.2297112766142071,0.0713944830964657,0.3660711288604861,0.4960616991578614,0.3409568524807729,0.0493398302668548,Child
M,0.519563054823385,0.5276327804926381,0.1474494709007906,1.1585861603760448,0.0692288106856267,0.0052160702662619,0.0634192159634216,Adult
M,0.4426523221040151,0.5463397181364,0.1374969712233654,0.5041048388046885,0.5457787809996711,0.1342690901334678,0.075114790203563,Child
F,0.3848166216109656,0.5418585698445704,0.1002319676565462,1.2608486914844714,0.4269175749132649,2.8888903505358558e-05,0.2362039260506618,Adult
F,0.5756057241107657,0.4839538980126981,0.1386719748397552,0.5596013921412684,0.5490884411161235,0.1471879026302349,0.4323925070603716,Child
I,0.5521952531321886,0.4478001125504107,0.1558825225372907,1.5003098666590542,0.4733978255034777,0.0529425577956561,0.0192707064522872,Adult
M,0.650789413466047,0.5948457902413347,0.1251878399337208,1.8227280270230144,0.2783036997702304,0.0927067997783332,0.3256837488382713,Adult
F,0.3204094414006191,0.4685699633425509,0.1514818065255667,0.9882620604243284,0.2812769197585243,0.3555832007335776,0.3717539749445988,Adult
M,0.6458139147639326,0.5044145566713958,0.1964032446796783,0.4911518488199745,0.0323201085487497,0.029747000047832,0.1109664283591565,Adult
M,0.6769408345454443,0.5547440311299046,0.1830554466747686,0.4789195617904169,0.7653629964015918,0.0094637040936349,0.3606319188913301,Adole
F,0.38663692927431,0.5633833221367197,0.1192796555345283,1.2525705304966837,0.5766849546644739,0.0983672890280583,0.2772480699920615,Adult
F,0.3500973621991681,0.2906854721239358,0.0902196047353122,1.424474005470733,0.1781171923545588,0.2261231461881638,0.2986304695395969,Adult
F,0.4776296212490625,0.506793031174194,0.1765184132964979,0.1048802495299581,0.6718501386700428,0.1632751382733419,0.4288188192677964,Child
I,0.6123433320381524,0.303875921426001,0.1888383698399484,0.7555617184800776,0.5075105526003154,0.1827022006999079,0.1726945024619784,Child
F,0.6093096019643864,0.5216996669399758,0.0661979671598048,0.1819829095612244,0.2260615288267739,0.3736062268774603,0.2932565159867608,Child
F,0.7567048163823111,0.3627625607830984,0.1275050884332542,0.0257203678178173,0.7151870587421276,0.3539664910011584,0.0723633338324231,Child
F,0.3833681125699517,0.323363900284271,0.1510888685052555,0.8166440163742583,0.3183145878686437,0.3706366831702655,0.2269173135234336,Adole
M,0.530123048381938,0.3775369351692419,0.1199296331200442,1.768060783919042,0.0007515628668939,0.1669300729020729,0.4873342438857884,Adult
F,0.6656674772920126,0.4858837651855718,0.1283816651734655,1.4539614820372164,0.1889699867627721,0.3021145734788716,0.4586413794623118,Adult
F,0.6358856500772945,0.50498691914174,0.2187663141945768,0.7264595378987018,0.2244655034104389,0.363630030109854,0.5067416904316806,Adole
I,0.6686286136936352,0.5510282534419783,0.1670438101886754,0.0091710678652822,0.0116472147138629,0.313864372035796,0.1877364263333522,Child
F,0.4794404087264608,0.4165222096802853,0.0751525356073751,1.225424737736894,0.1105671091157441,0.3352490973097848,0.3758686693880936,Adult
F,0.3469142322601607,0.3733296105435748,0.1649973752881312,1.2030578715224962,0.2913745217431435,0.200051329836715,0.043178866793034,Adult
I,0.4735826008709191,0.2842613693221384,0.1531986312063168,0.0385782727541568,0.4161945674499872,0.2419711895351364,0.2149788374101331,Adole
I,0.39825980876924,0.325165663160106,0.1700654367869644,1.354013102278249,0.186666517395321,0.0557058508507932,0.3333860451747319,Adult
I,0.588223673926397,0.5663321454737845,0.1727500301600004,1.0402362993327403,0.0883388745800481,0.3881578475298792,0.0697423707957505,Adult
I,0.6755486242329347,0.5567157142317432,0.1487168151694058,0.2150928036888804,0.8089797330245476,0.1718737089102271,0.4953671902716718,Adult
F,0.4744630631108582,0.3022620288697386,0.0775873639887222,0.808003030442466,0.2315595322323821,0.3783618422196703,0.4665351573202984,Adult
I,0.389664892383767,0.525459914849892,0.1802354260838076,1.3857778838914898,0.5967278740567832,0.2479141913843815,0.4810399468174944,Adult
I,0.5607820520720481,0.5710871017749802,0.2196016334388836,0.6577231236445249,0.4907305893517386,0.1506090702126676,0.2571571312627727,Child
F,0.4224183872930451,0.2654027965718345,0.1400406334940253,0.8582228623933427,0.6491280492175053,0.0364362502364248,0.3113398578672087,Child
M,0.6279921092910771,0.3048974078223904,0.1904831967186431,1.1775788430005547,0.7298228754227367,0.2360360177152571,0.274883625599109,Adole
I,0.4092693585330279,0.266880098133949,0.1197428442919951,1.4666130570323688,0.7230352467209344,0.0424360253619132,0.3317290957084087,Adole
M,0.6884762594185887,0.2737190287974289,0.0878236658048562,1.1838855128056502,0.3777113537739299,0.0769754263447581,0.2885739677942529,Adult
F,0.4597407427575543,0.5395779588569449,0.1696551923886827,1.6526347648162234,0.015663264594431,0.3033848677954718,0.5099850577478839,Adult
F,0.7041481102010194,0.2768705435045485,0.0831013192608547,0.0279966598761368,0.108395978371418,0.1415028670968662,0.2676322348094337,Child
I,0.4704700742583554,0.2941438304882831,0.0837971538759696,0.4738311691003571,0.7859064464425947,0.2332722403210212,0.2904976710734226,Adole
F,0.3937072538713336,0.4445112964694225,0.1007115883105048,1.6273262633695469,0.0233247554441631,0.3049852678196267,0.400332531188928,Adult
F,0.5709057012865041,0.2422232343886625,0.1463316196514651,1.522049835197263,0.3592777256492149,0.2046683198289138,0.4929366404518617,Adult
F,0.5832938963873741,0.2271993140153785,0.145038001982273,1.524496927227528,0.7829054824421899,0.3678428500259474,0.4695702304134432,Child
I,0.327593073371729,0.3361375301502975,0.1786237031947542,0.094649738574113,0.4661642017230249,0.2811412433589531,0.0016673039618708,Adult
I,0.3148646898127327,0.3962079574232336,0.09959620413265,0.2127527327482065,0.1993354390389904,0.3101711813921263,0.4041244924830749,Child
I,0.5362014966781996,0.364564830180891,0.2204386196191672,0.7962430733627099,0.2524207073264536,0.047601655243031,0.4906363078715079,Adult
F,0.5207584057468663,0.2449808716189305,0.1411339998895929,1.298689621461245,0.3655138778012415,0.3712136484165125,0.204785492469474,Adole
M,0.6417615102123932,0.312903047784726,0.1132764018217103,1.272257110355677,0.7784395190417958,0.0572734405488527,0.3567412970328151,Adole
M,0.3384606159996332,0.2711838783028319,0.0862849461495809,0.3788788734333695,0.5932366172480774,0.0031469725010852,0.2518848818090983,Child
I,0.3601083630500171,0.3620605480204993,0.0988322802204493,0.0537644679367746,0.2975330126876448,0.3924444869906486,0.4619249266217513,Child
I,0.4052816351188378,0.2925270974392299,0.1922943655257475,0.8640339138661607,0.7609087491647695,0.1888789652526054,0.4962783765371055,Child
I,0.4887657559393514,0.2255975096464014,0.1844933990815919,1.1187197682588117,0.8023199560849112,0.1268500127494906,0.0419062270677252,Child
F,0.7391199838877488,0.3402330158977524,0.2234539968842022,0.2449294229017015,0.233584531106147,0.2383755856494483,0.0849340750182678,Child
F,0.5437273114862364,0.5514866926860771,0.0923143186356032,1.659141171684182,0.4226551741889076,0.2621604002179034,0.3646877029325683,Adult
M,0.3543988762180557,0.6071415088744092,0.2037106059115563,0.35539739893335,0.3807375026448996,0.3821074241380754,0.058112067794572,Child
M,0.6236122469690969,0.2588884401864276,0.1640461375564799,1.6852066539885076,0.1043349939461201,0.0584326137010907,0.0980941083237562,Adult
M,0.6953691284626685,0.4056119948006307,0.1342982428884892,1.6931070040151457,0.1762699153568733,0.1393774300734475,0.2467624385069062,Adult
I,0.56584069967871,0.2469143444422803,0.1902669144400305,0.3996111789170779,0.1309983333582562,0.1925002168247852,0.468044273576892,Child
F,0.2964448384268605,0.5083101985449512,0.2156812714237731,1.7622311876007164,0.2737755444410071,0.1089675974397026,0.1391494773625923,Adult
F,0.5811490046737372,0.555706047283375,0.1021874693791852,0.1251530805218249,0.5032729003297817,0.0020718501808844,0.1264168256774661,Child
M,0.5961304989069683,0.5231976346712668,0.1320391090096638,0.5379088990725516,0.3516494428870311,0.0316766729362905,0.1938718237944658,Adole
I,0.51474069633566,0.3069341374057591,0.2009938109962827,0.8887429865965124,0.4709620114255753,0.2069529092459091,0.5033273987657156,Child
M,0.7284329425784046,0.4297476739443617,0.1238038753027703,0.6827443480740154,0.6737507830819943,0.3565478079788184,0.3773549319913044,Child
F,0.3663595542416672,0.2244988127916482,0.2000423159288015,1.129217519017701,0.3878089020565159,0.1503919534084463,0.3693071085996946,Adult
I,0.7409202287550487,0.6193776896839229,0.0804783656639279,1.7850403202587175,0.6081406441320121,0.2342354349240933,0.1573460549248078,Adult
M,0.3346388436051537,0.3760582102485113,0.2140119857704486,0.9676272309450232,0.1385043063100283,0.0644880662856265,0.1695565602043114,Adult
I,0.5432972117581298,0.4596732150150042,0.0849406399636186,1.3198046174580735,0.4847743826266418,0.1048334412625399,0.3081019377572396,Adult
M,0.7275227302785723,0.5584048579947486,0.2044097501764377,0.3365857310747325,0.7546396811255716,0.0439041441099234,0.3595333210675917,Adole
M,0.5080156721918284,0.4181139825905789,0.1534341083001421,0.9737173792684328,0.3143351609171663,0.3239463528141761,0.0068954591440931,Adult
I,0.5420359344586301,0.4324276007137926,0.0739266641104208,1.057800621402313,0.4205277269602342,0.1964427610799524,0.2921908627634971,Adult
M,0.3485608368752056,0.5703512084094018,0.1979658226706926,0.1455720796871978,0.3460002992468478,0.0056441310552226,0.2589613253127588,Child
I,0.7246195560689503,0.6132024427361285,0.16845573083282,1.3109269206615453,0.6702091205021281,0.2086672845517133,0.0375359764968314,Adult
F,0.4759937618806379,0.4386718080903809,0.1678835047394749,0.6653772018595663,0.7934173070201207,0.377891371299728,0.5092653282106339,Adult
F,0.7678831074060374,0.4725077263678152,0.2105040441884478,0.5924187495644628,0.0742566591752488,0.129908685814025,0.1232075803723649,Adult
I,0.3074848762384556,0.3703333210785553,0.1995351872930106,1.5074968176162724,0.717302462071689,0.008369461014974,0.2959535576214562,Adult
I,0.495247320164065,0.3602629503011358,0.0945737734602284,0.1740970258212183,0.7892010683434822,0.0232222233197475,0.3176903167795352,Adult
I,0.3320620238289249,0.2564668042937557,0.0835711142918016,0.940250929418324,0.3219456087033815,0.3254207361627812,0.4356156098034723,Adole
M,0.6984695142462837,0.2327614076597993,0.0811412762995415,1.2072112506316737,0.4384098151317716,0.2104532808504323,0.4887857390711476,Adult
I,0.5590329792083094,0.2962571982501497,0.1796998190371481,1.4401743182243516,0.4604730640204077,0.1813930987017193,0.0535595438803161,Adult
I,0.5552709771328598,0.3661665752319909,0.1015404221617017,0.9803552565235664,0.2983424343069291,0.2308715458637981,0.5154089896039612,Adult
I,0.3513221476989843,0.2429036835276644,0.1793175176739261,0.0121421334053425,0.7697844286888194,0.1705477790785349,0.2216571815742004,Adult
F,0.5020871169168653,0.5268071697123747,0.0703900107803389,0.302251321061417,0.6376840254114255,0.09700664762909,0.3626229696627787,Child
M,0.5262943164553398,0.6086175027511311,0.0817639268705101,1.4230308801965197,0.747337213799324,0.1252067205307111,0.1149359944525824,Adult
I,0.6481657566024971,0.4606332305054261,0.1603042295304668,0.0693846392258944,0.4927141928528217,0.1541278017515705,0.265448091881761,Adult
M,0.5803318234587859,0.3178576420749222,0.2168125029030769,1.07932837746203,0.5882719849483014,0.3863215240240311,0.4372228397990932,Child
I,0.6739845818553902,0.5670394235348687,0.1171500187515059,0.924818605152586,0.7091574020633609,0.1152385859526112,0.1406442171532277,Adult
I,0.7659868971215635,0.4997956266204164,0.0788222557206141,0.2604723855538202,0.6335275415639146,0.070182162270322,0.2331783755028674,Adult
I,0.6148713867037698,0.5146201335010618,0.1754605651830502,1.2894759645731628,0.1228146130863974,0.2769554625401506,0.4335321081941711,Adult
F,0.5641701938780236,0.5110354587994144,0.2209991403749163,0.5527193599158157,0.70362050004874,0.3747561243137613,0.4414259500173954,Child
